psr,source_file,P_s,DM_LOTAAS,sigma,S135_cor,S135_exp,ra_deg,dec_deg,DM_atnf,P0_atnf
J2139+2242,redetect.dat,1.0835,44.2,75.1,40.0,47.0,324.86208333333326,22.711666666666666,44.1597,1.08351351364
J2145-0750,redetect.dat,0.0161,9.0,21.8,0.0,195.8,326.46024434941666,-7.838470795486111,9.00785,0.016052423921072694
J2155+2813,redetect.dat,1.609,77.2,22.4,4.8,11.1,328.8159166666666,28.220027777777776,77.131,1.6090199964
J2156+2618,redetect.dat,0.4982,48.5,8.6,7.2,3.2,329.0987666666667,26.30846388888889,48.443,0.49814907254
J2202+21,redetect.dat,1.3583,17.8,15.3,3.9,0.0,330.5875,21.783333333333335,17.7,
J2203+50,redetect.dat,0.7454,76.3,5.6,5.0,0.0,330.74999999999994,50.0,77.0,0.745
J2205+1444,redetect.dat,0.938,36.8,14.0,5.7,5.7,331.32186249999995,14.742027777777777,36.717,0.93801422813
J2208+4056,redetect.dat,0.637,11.8,66.7,36.5,0.0,332.0083018952083,40.933844620347216,11.837,0.6369573936136667
J2208+5500,redetect.dat,0.9332,104.7,15.7,10.0,0.0,332.0988333333333,55.00233611111111,105.21,0.9331625139449529
J2215+1538,redetect.dat,0.3742,29.2,27.6,16.7,6.9,333.91532887083326,15.642819269444445,29.2404,0.37419801039605743
J2222+2923,redetect.dat,0.2814,49.4,13.2,3.8,4.8,335.76342868637494,29.39962853618889,49.4128,0.2813991427542691
J2222-0137,redetect.dat,0.0328,3.3,19.7,11.5,0.0,335.52500062499996,-1.62103475,3.2826,0.032817859064378854
J2227+30,redetect.dat,0.8424,20.0,48.7,14.5,0.0,,,,
J2228+40,redetect.dat,0.2727,74.2,13.9,6.1,0.0,,,,
J2234+2114,redetect.dat,1.3587,35.3,45.2,12.3,14.9,338.73599999999993,21.238555555555557,35.08,1.35874531269
J2235+1506,redetect.dat,0.0598,18.1,17.3,7.6,8.1,338.93208374999995,15.113627777777777,18.09,0.059767357984547
J2241+6941,redetect.dat,0.8554,67.8,13.0,4.8,0.0,340.33458295541664,69.69992912566667,67.67,0.8554012657088741
J2248-0101,redetect.dat,0.4772,29.0,20.8,13.0,50.3,342.1120245833333,-1.030023611111111,29.031,0.4772331191229628
J2253+1516,redetect.dat,0.7922,29.2,26.0,14.4,6.7,343.31055416666663,15.277175000000002,29.2045,0.7922359863270754
J2301+48,redetect.dat,0.742,72.8,14.8,4.8,0.0,,,,
J2302+6028,redetect.dat,1.2064,156.7,42.3,68.5,54.9,345.5466666666666,60.46672777777778,156.7,1.20640428819
J2315+58,redetect.dat,1.0616,73.2,20.3,29.0,0.0,348.74999999999994,58.0,73.2,1.061
J2316+69,redetect.dat,0.8134,71.4,35.1,17.3,0.0,,,,
J2326+6141,redetect.dat,0.79,34.0,15.5,8.5,0.0,351.49999999999994,61.0,34.5,0.79
J2340+08,redetect.dat,0.3033,23.7,20.2,9.3,0.0,355.18749999999994,8.55,24.0,0.3033
J2347+02,redetect.dat,1.3861,16.2,19.5,6.1,0.0,356.75,2.0,15.0,1.38347
J2352+65,redetect.dat,1.1649,154.3,6.4,4.3,0.0,357.99999999999994,65.0,152.7,1.164
J2351+8533,redetect.dat,1.0117,38.2,14.2,2.4,0.0,357.7637243412916,85.55573933628611,38.2,1.0117271911102368
J2355+2246,redetect.dat,1.841,21.9,20.6,3.7,0.0,358.9575,22.77138888888889,23.1,1.8409859072
J0034-0534,kondratiev2016.csv,,,,,,8.590975916666666,-5.576867222222222,13.76517,0.001877181884585
J0218+4232,kondratiev2016.csv,,,,,,34.526494037499994,42.538159763888885,61.252,0.00232309053151224
J0377+1715,kondratiev2016.csv,,,,,,,,,
J0636+5129,kondratiev2016.csv,,,,,,,,,
J0737-3039A,kondratiev2016.csv,,,,,,,,,
J0751+1807,kondratiev2016.csv,,,,,,117.78814720416665,18.127357166666666,30.24106,0.0034787708392793647
J1023+0038,kondratiev2016.csv,,,,,,155.94869666666665,0.6446793055555555,14.325,0.0016879874702210563
J1024-0719,kondratiev2016.csv,,,,,,156.16114747499998,-7.3220649361111105,6.48699,0.0051622046412995145
J1038+0032,kondratiev2016.csv,,,,,,159.6122208333333,0.5454444444444444,26.34,0.02885155795131
J1231-1411,kondratiev2016.csv,,,,,,187.79713833333332,-14.195452777777778,8.0884,0.0036838787699598886
J1453+1902,kondratiev2016.csv,,,,,,223.4404922529583,19.036694885205556,14.0548,0.005792302738847545
J1544+4937,kondratiev2016.csv,,,,,,236.01871291666663,49.63204833333334,23.2246,0.002159288390424757
J1640+2224,kondratiev2016.csv,,,,,,250.06977020833332,22.40245588611111,18.42912,0.003163315818801591
J1709+2313,kondratiev2016.csv,,,,,,257.2741333333333,23.224402777777776,25.3474,0.0046311962778409
J1713+0747,kondratiev2016.csv,,,,,,258.45638829874997,7.793747938888889,15.9871,0.004570136598154467
J1730-2304,kondratiev2016.csv,,,,,,262.5902935879583,-23.07532165951111,9.6257,0.008122798048058056
J1738+0333,kondratiev2016.csv,,,,,,264.72485994166664,3.553018519444444,33.77312,0.005850095859775686
J1744-1134,kondratiev2016.csv,,,,,,266.12253144666664,-11.581859508333332,3.138334,0.004074545942316071
J1810+1744,kondratiev2016.csv,,,,,,272.65535324999996,17.743716666666668,39.65952,0.0016627549909837
J1816+4510,kondratiev2016.csv,,,,,,274.14972649999993,45.17607272222222,38.8874,0.0031931035571918314
J1853+1303,kondratiev2016.csv,,,,,,283.4888208152916,13.062236595788889,30.5714,0.004091797383582127
B1855+09,kondratiev2016.csv,,,,,,284.4016275833333,9.721446422222222,13.29843,0.005362100549682627
J1905+0400,kondratiev2016.csv,,,,,,286.3678059833333,4.0030230555555555,25.6923,0.0037844047882355774
J1911-1114,kondratiev2016.csv,,,,,,287.95534304166665,-11.239578055555555,30.96652,0.003625745633114
J1918-0642,kondratiev2016.csv,,,,,,289.7001380125,-6.709691527777778,26.58877,0.007645872769642047
J1923+2515,kondratiev2016.csv,,,,,,290.84371145791664,25.261273967475,18.86027,0.003788155520882833
B1937+21,kondratiev2016.csv,,,,,,294.9106658707916,21.583090444375,71.01515,0.0015578065670414894
J1944+0907,kondratiev2016.csv,,,,,,296.0388701705,9.123065354127778,24.3584,0.005185201908798642
B1953+29,kondratiev2016.csv,,,,,,298.8661405602917,29.145400164844443,104.49092,0.0061331665162340935
B1957+20,kondratiev2016.csv,,,,,,299.90320783333334,20.804200611111114,29.1066,0.00160740168480632
J2019+2425,kondratiev2016.csv,,,,,,304.8831208333333,24.420917722222224,17.1999,0.00393452408033124
J2043+1711,kondratiev2016.csv,,,,,,310.8370004528333,17.19136395368611,20.71497,0.0023798789240134528
J2051-0827,kondratiev2016.csv,,,,,,312.7813323666667,-8.460486027777778,20.7299,0.0045086418200064255
J2214+3000,kondratiev2016.csv,,,,,,333.66188510924997,30.010612812422224,22.55644,0.003119226581323024
J2215+5134,kondratiev2016.csv,,,,,,,,,
J2302+4442,kondratiev2016.csv,,,,,,345.69573787875,44.70613789131667,13.71841,0.005192324648754203
J2317+1439,kondratiev2016.csv,,,,,,349.2884805849583,14.658688110161112,21.89851,0.003445251072361068
J2322+2057,kondratiev2016.csv,,,,,,350.5930632083333,20.950743166666665,13.38275,0.004808428289462997
J0115+6325,michilli2020.csv,,,,,,18.941124999999996,63.43077777777778,65.069,0.521455427473
J0122+1416,michilli2020.csv,,,,,,20.50545833333333,14.27138888888889,17.693,1.38899395038
J0302+2252,michilli2020.csv,,,,,,45.63329166666666,22.87002777777778,18.9922,1.207164839778
J0349+2340,michilli2020.csv,,,,,,57.489083333333326,23.68138888888889,62.962,2.4207709776
J0518+5125,michilli2020.csv,,,,,,79.6089375,51.43297222222222,39.244,0.912511685262
J0742+4334,michilli2020.csv,,,,,,115.67554166666666,43.56727777777778,36.255,0.606190680037
J0857+3349,michilli2020.csv,,,,,,134.2794583333333,33.82138888888889,23.998,0.24296107706
J1226+0005,michilli2020.csv,,,,,,186.55999999999997,0.09555555555555555,18.5,2.28507617026
J1236-0159,michilli2020.csv,,,,,,189.01041666666666,-1.9861111111111112,19.08,3.5975735967
J1343+6634,michilli2020.csv,,,,,,205.99691666666664,66.57362499999999,30.031,1.39410378554
J1404+1159,michilli2020.csv,,,,,,211.15411249999997,11.987777777777778,18.499,2.65043929892
J1635+2332,michilli2020.csv,,,,,,248.7723333333333,23.53977777777778,37.568,1.2086942458
J1735+6320,michilli2020.csv,,,,,,263.77734166666664,63.33335,41.853,0.510718135408
J1848+1516,michilli2020.csv,,,,,,282.23387499999995,15.278916666666667,77.436,2.23376977466
J1849+2559,michilli2020.csv,,,,,,282.4481458333333,25.99935,75.0016,0.5192634055906
J1933+5335,michilli2020.csv,,,,,,293.2545833333333,53.59527777777778,33.54,2.05257449
J2051+1248,michilli2020.csv,,,,,,312.87358333333333,12.805972222222223,43.45,0.55316745256
J2329+4743,michilli2020.csv,,,,,,352.38145,47.72770277777778,44.012,0.728408609085
J0100+8023,tan2020.csv,,,,,,15.067041666666665,80.39493055555556,56.0062,1.4936009186
J0107+1322,tan2020.csv,,,,,,16.916458333333335,13.375472222222223,21.671,1.1973833938
J0210+5845,tan2020.csv,,,,,,32.73083333333333,58.75111111111111,76.7894,1.7662189324423
J0421+3255,tan2020.csv,,,,,,65.38833333333332,32.93055555555555,77.02,0.900105016
J0454+4529,tan2020.csv,,,,,,73.747125,45.49630555555556,20.834,1.389136936
J1017+3011,tan2020.csv,,,,,,154.4012083333333,30.19613888888889,27.15,0.452785073
J1624+5850,tan2020.csv,,,,,,246.00401666666664,58.83771388888889,26.403,0.65180081878
J1638+4005,tan2020.csv,,,,,,249.56767916666664,40.09899166666667,33.417,0.76772039193
J1643+1338,tan2020.csv,,,,,,250.97558333333328,13.645527777777778,35.821,1.09904716266
J1656+6203,tan2020.csv,,,,,,254.04287499999995,62.06400277777777,35.262,0.77615531125
J1713+7810,tan2020.csv,,,,,,258.3627916666666,78.17610833333333,36.977,0.43252593524
J1741+3855,tan2020.csv,,,,,,265.30142083333334,38.91941666666666,47.224,0.82886088996
J1745+1252,tan2020.csv,,,,,,266.43412499999994,12.877305555555557,66.141,1.0598487584
J1749+5952,tan2020.csv,,,,,,267.3884499999999,59.87670277777778,45.0694,0.436040950719
J1810+0705,tan2020.csv,,,,,,272.69599166666666,7.093416666666666,79.425,0.30768283388
J1916+3225,tan2020.csv,,,,,,,,,
J1957-0002,tan2020.csv,,,,,,299.4275833333333,-0.035222222222222224,38.443,0.96509596606
J2034+6646,tan2020.csv,,,,,,,,,
J2122+2426,tan2020.csv,,,,,,320.66258333333326,24.445805555555555,8.5,0.54142115903
J1658+3630,tan2020.csv,,,,,,254.61049916666659,36.508359722222224,3.04387,0.033027982326828936
J0039+3546,wateren2023.csv,,53.0249,,,,9.783333333333331,35.77111111111111,,
J0059+6956,wateren2023.csv,,63.4768,,,,14.9125,69.94194444444445,,
J0305+1123,wateren2023.csv,,27.83,,,,46.27916666666667,11.39,,
J0317+1328,wateren2023.csv,,12.57,,,,49.45,13.476111111111113,,
J0811+3729,wateren2023.csv,,17.1,,,,122.8125,37.48694444444445,,
J0813+2202,wateren2023.csv,,52.2555,,,,123.4625,22.03777777777778,,
J0828+5304,wateren2023.csv,,23.1034,,,,127.10416666666669,53.078611111111115,,
J0928+3039,wateren2023.csv,,22.3,,,,142.24583333333334,30.65722222222222,,
J0935+3312,wateren2023.csv,,18.33,,,,143.77916666666667,33.21,,
J1303+3815,wateren2023.csv,,18.99746,,,,195.82916666666668,38.25083333333333,,
J1334+1005,wateren2023.csv,,23.868,,,,203.63333333333333,10.094722222222222,,
J1427+5211,wateren2023.csv,,25.3107,,,,216.77916666666664,52.186388888888885,,
J1529+4050,wateren2023.csv,,6.484,,,,232.31666666666663,40.84916666666667,,
J1707+3556,wateren2023.csv,,19.23798,,,,256.7583333333333,35.94333333333333,,
J1715+4603,wateren2023.csv,,19.767,,,,258.9291666666667,46.06638888888889,,
J1722+3519,wateren2023.csv,,23.8766,,,,260.5375,35.32166666666667,,
J1740+2715,wateren2023.csv,,35.522,,,,265.1333333333334,27.25583333333333,,
J1745+4254,wateren2023.csv,,37.931,,,,266.4583333333333,42.91027777777778,,
J1809+1705,wateren2023.csv,,47.187,,,,272.27916666666664,17.095555555555553,,
J1814+2224,wateren2023.csv,,62.2999,,,,273.62083333333334,22.41111111111111,,
J1910+5655,wateren2023.csv,,20.658,,,,287.72083333333336,56.92583333333333,,
J1953+3014,wateren2023.csv,,43.5777,,,,298.46666666666664,30.241666666666667,,
J1958+2214,wateren2023.csv,,87.665,,,,299.68749999999994,22.240555555555556,,
J1958+5650,wateren2023.csv,,58.1231,,,,299.525,56.83527777777778,,
J2006+2205,wateren2023.csv,,130.4831,,,,301.68333333333334,22.090555555555554,,
J2022+2112,wateren2023.csv,,73.5194,,,,305.6125,21.210555555555555,,
J2053+1718,wateren2023.csv,,26.97952,,,,313.4561704166666,17.312406111111112,26.98,0.1192677583184446
J2057+2128,wateren2023.csv,,73.12,,,,314.4083333333333,21.468055555555555,,
J2123+3624,wateren2023.csv,,108.525,,,,320.9916666666667,36.41083333333333,,
J2209+2117,wateren2023.csv,,46.3741,,,,332.49583333333334,21.299444444444447,,
J2306+3124,wateren2023.csv,,46.15171,,,,346.5791666666667,31.405555555555555,,
J2336-0151,wateren2023.csv,,19.622,,,,354.1333333333334,-1.8655555555555556,,
J2350+3140,wateren2023.csv,,39.141,,,,357.6708333333333,31.679722222222225,,
